MapFile	StringId	English	Korean
ZDDB05.STR	6	"""A small nymph comes out of a hole in the floor thanking you for clearing the spores, he shakes your hand vigorously then disappears down the hole (which somehow disappears after him). +500 experience."""	"""작은 님프가 바닥 구멍에서 나와 포자를 치워 준 것에 감사하며 힘차게 악수합니다. 그러고는 구멍 속으로 사라지는데, 이상하게도 구멍도 함께 사라집니다. 경험치 +500."""
ZDDB05.STR	7	Small switch.	작은 스위치.
ZDDB06.STR	1	The mine shakes and shifts around you.	광산이 주위에서 흔들리고 뒤틀립니다.
ZDDB06.STR	2	Looks like an earthquake hit this mine.	이 광산에 지진이 난 것 같습니다.
ZDDB06.STR	3	Water filled barrel.	물이 든 통.
ZDDB06.STR	4	Sack filled with mining equipment.	채굴 장비가 든 자루.
ZDDB06.STR	6	This room looks really unstable.	이 방은 매우 불안정해 보입니다.
ZDDB06.STR	8	As you pull the lever rocks fall from above.	레버를 당기자 위에서 돌이 떨어집니다.
ZDDB06.STR	9	You mine the gold with no problem.	문제없이 금을 채굴합니다.
ZDDB06.STR	10	Some loose debris overhead falls on you.	머리 위의 느슨한 잔해가 떨어집니다.
ZDDB06.STR	11	The vein dried up.	광맥이 고갈되었습니다.
ZDDB06.STR	12	You were fast enough to dodge the bigger rocks.	재빨리 움직여 큰 바위들을 피했습니다.
ZDDB06.STR	13	Even though the water is dirty it still refreshes.	물은 더럽지만 그래도 상쾌해집니다.
ZDDB06.STR	14	The dirty water leaves a bad taste in your mouth.	더러운 물 때문에 입안에 나쁜 맛이 남습니다.
ZDDB06.STR	15	The doors seem stuck.	문들이 걸린 것 같습니다.
ZDDB06.STR	16	The switch is locked in place.	스위치가 제자리에 고정되어 있습니다.
ZDDB06.STR	17	Boulders.	바위 더미.
ZDDB06.STR	18	This cave-in blocks any further access into the mine.	낙석 때문에 광산 안쪽으로 더 들어갈 수 없습니다.
ZDDB06.STR	19	Small rocks and debris fall from above. 	작은 돌과 잔해가 위에서 떨어집니다.
ZDDB07.STR	1	There is a strong smell of gas pervading the air.	공기 중에 강한 가스 냄새가 퍼져 있습니다.
ZDDB07.STR	2	Small glittering pool.	작게 반짝이는 연못.
ZDDB07.STR	3	The water cools you down.	물이 몸을 식혀 줍니다.
ZDDB07.STR	5	The torches Ignite and so does the swamp gas.	횃불에 불이 붙으며 늪 가스도 함께 타오릅니다.
ZDDB07.STR	6	Hundreds of snakes crawl out of the floor and bite you.	수백 마리의 뱀이 바닥에서 기어 나와 물어뜯습니다.
ZDDB07.STR	7	Swamp gas forces you back couching and gagging.	늪 가스 때문에 기침과 구역질을 하며 뒤로 물러납니다.
ZDDB07.STR	8	"""You drink the water, with no effect."""	"""물을 마시지만 아무 효과도 없습니다."""
ZDDB07.STR	9	The switch does not work.	스위치가 작동하지 않습니다.
ZDDB07.STR	10	Hundreds of snakes crawl out of the floor and bite you. 	수백 마리의 뱀이 바닥에서 기어 나와 물어뜯습니다.
ZDDB07.STR	11	A voice hisses -Walk the path of the snake-.	"목소리가 쉭쉭거리며 말합니다. ""뱀의 길을 걸어라."""
ZDDB07.STR	12	"""A voice whispers -I am the spirit of the swamp, congratulations, take what you may and leave in peace-"""	"""목소리가 속삭입니다. 나는 늪의 정령이다. 축하한다. 원하는 것을 가져가고 평안히 떠나라."""
ZDDB08.STR	1	Shard filled caskets.	수정 조각이 든 관.
ZDDB08.STR	2	Barrel is filled with crystal shards (worthless).	통에는 가치 없는 수정 조각이 가득합니다.
ZDDB08.STR	3	Table with implements atop.	도구가 놓인 탁자.
ZDDB08.STR	4	You see a scattered of refining tools and small crystal shavings.	정제 도구와 작은 수정 부스러기가 흩어져 있습니다.
ZDDB08.STR	5	Sacks.	자루.
ZDDB08.STR	6	The sacks are filled with flawed crystal shards (worthless).	자루에는 가치 없는 불량 수정 조각이 들어 있습니다.
ZDDB08.STR	8	You mine the crystal in its raw form (+300 gold).	원석 상태의 수정을 채굴합니다. (금화 +300)
ZDDB08.STR	9	You refine the crystal you harvested (+200 to its value).	채굴한 수정을 정제합니다. (가치 +200)
ZDDB08.STR	10	Someone has gone to a lot of trouble carving all these murals	누군가 이 벽화들을 새기는 데 엄청난 공을 들였습니다.
ZDDB08.STR	11	 This razor sharp crystal is too immature to harvest.	이 면도날처럼 날카로운 수정은 아직 채굴하기에 너무 덜 자랐습니다.
ZDDB08.STR	12	You study the mural and get a good feeling inside.	벽화를 살펴보자 마음이 편안해집니다.
ZDDB08.STR	13	Carved mural.	새겨진 벽화.
ZDDB08.STR	15	The cabinet is filled with old and broken harvesting tools.	장 안에는 낡고 부서진 채굴 도구가 가득합니다.
ZDDB10.STR	2	With some muscle you move the switch down.	힘을 써 스위치를 아래로 내립니다.
ZDDB10.STR	3	"""The switch is stuck, you need someone stronger to move it."""	"""스위치가 걸렸습니다. 더 힘센 사람이 필요합니다."""
ZDDB10.STR	4	Crates.	상자.
ZDDB10.STR	5	The crates are all empty.	상자들은 모두 비어 있습니다.
ZDDB10.STR	7	You need a special key to open this door.	이 문을 열려면 특별한 열쇠가 필요합니다.
ZDDB10.STR	9	Light red liquid filled keg.	연한 붉은 액체가 든 통.
ZDDB10.STR	10	Your muscles expand as you take a drink.	한 모금 마시자 근육이 부풀어 오릅니다.
ZDDB10.STR	11	The liquid has lost its effectiveness.	액체는 더 이상 효과가 없습니다.
ZDDB10.STR	12	You flip the switch and hear grating off in the distance.	스위치를 젖히자 멀리서 긁히는 소리가 들립니다.
ZDDB10.STR	13	"""A skeletal knight steps out of a forming mist and says -To let you pass I will need you to say a prayer over my bones found close by, when this is done you can pass-"""	"""안개 속에서 해골 기사가 나타나 말합니다. 지나가려면 근처에 있는 내 뼈 앞에서 기도해 주어야 한다. 그 일을 마치면 통과할 수 있다."""
ZDDB10.STR	15	The bones feel incredibly cold to the touch.	뼈는 손을 대기 힘들 만큼 차갑습니다.
ZDDB10.STR	16	You say a prayer over the bones. 	뼈 앞에서 기도합니다.
ZDDB10.STR	17	"""The skeletal knight appears from the mist, nods and disappears into the mist again."""	"""해골 기사가 안개 속에서 나타나 고개를 끄덕인 뒤 다시 안개 속으로 사라집니다."""
ZDDB10.STR	18	Something slimey moves behind this brick wall.	이 벽돌 벽 뒤에서 끈적한 무언가가 움직입니다.
ZDDB10.STR	19	Wall with missing bricks.	벽돌이 빠진 벽.
ZDDB10.STR	20	You find a grey key where one of the bricks used to be.	벽돌이 빠진 자리에서 회색 열쇠를 찾았습니다.
ZDDB10.STR	21	You find a silver key where one of the bricks used to be.	벽돌이 빠진 자리에서 은색 열쇠를 찾았습니다.
ZDDB10.STR	23	You need a key to open this chest.	이 상자를 열려면 열쇠가 필요합니다.
ZDDB10.STR	24	"""A skeletal looking cleric steps out of a quick forming mist and says - I was tortured down here long ago and my bones were scattered throughout this level, I will let you pass only when you have destroyed what remains of me and return here, you will feel which bones they are when you see them...-  He fades away."""	"""갑자기 피어오른 안개 속에서 해골 같은 성직자가 나타나 말합니다. 오래전 이곳에서 고문당해 내 뼈가 이 층 곳곳에 흩어졌다. 내 유해를 모두 파괴하고 돌아오면 통과시켜 주겠다. 그 뼈를 보면 느낌으로 알 수 있을 것이다... 그는 이내 사라집니다."""
ZDDB10.STR	25	You find and destroy one of the clerics bones. 	성직자의 뼈 하나를 찾아 파괴합니다.
ZDDB10.STR	26	The cleric appears again and nods at you -Thank you I will never forget your kindness I can rest in peace at last -  He then fades away.	"성직자가 다시 나타나 고개를 끄덕입니다. ""고맙다. 그 친절을 잊지 않겠다. 이제야 편히 쉴 수 있겠구나."" 그는 다시 사라집니다."
ZDDB10.STR	27	You get a bad feeling from the bones.	뼈에서 불길한 느낌이 듭니다.
ZDDB10.STR	29	There's nothing but spikes in the Iron maiden.	아이언 메이든 안에는 가시밖에 없습니다.
ZDDB10.STR	30	You search the Burial niche and find some gold.	매장 벽감을 뒤져 금화를 찾았습니다.
ZDDB10.STR	31	The bones seems to charge with electricity !!.	뼈에 전기가 차오르는 것 같습니다!
ZDDB10.STR	32	These are really old bones...really old.	정말 오래된 뼈입니다... 아주 오래됐습니다.
ZDDB10.STR	33	You gain knowledge from these ancient bones.	이 고대의 뼈에서 지식을 얻습니다.
ZDDB10.STR	34	Long dead adventurer.	죽은 지 오래된 모험가.
ZDDB10.STR	35	You search the body and find some gold.	시신을 뒤져 금화를 찾았습니다.
ZDDB10.STR	37	"""A mist forms and a shadowy figure of a skeletal noblemen steps in front of you saying -The undead are restless in this tomb, before I can let you leave you must visit each one of them- the noblemen shoves you back and then vanishes."""	"""안개가 피어오르며 해골 귀족의 그림자가 앞을 막고 말합니다. 이 무덤의 언데드들이 안식을 찾지 못하고 있다. 떠나려면 그들을 하나씩 모두 찾아가야 한다. 귀족은 당신을 밀쳐 낸 뒤 사라집니다."""
ZDDB10.STR	38	"""The skeletal noblemen appears from the mist, nods his head, then vanishes."""	"""해골 귀족이 안개 속에서 나타나 고개를 끄덕인 뒤 사라집니다."""
ZDDB10.STR	40	Skeleton in a cage.	우리 안의 해골.
ZDDB10.STR	41	The skeleton grabs for you.	해골이 당신을 붙잡으려 합니다.
ZDDB10.STR	42	A strange force reaches out of the wall and grabs you.	벽에서 기묘한 힘이 뻗어 나와 당신을 붙잡습니다.
ZDDB10.STR	45	You find some half decent food in the sack.	자루에서 그럭저럭 먹을 만한 음식을 찾았습니다.
ZDDB10.STR	46	A scrawled message on the brick reads   2=1  3=2  1=3	벽돌에 휘갈겨 쓴 글이 있습니다.  2=1  3=2  1=3
ZNWC.STR	4	You found something!	무언가를 찾았습니다!
ZNWC.STR	5	Nothing here	아무것도 없습니다.
ZNWC.STR	6	Not enough gold	금화가 부족합니다.
ZNWC.STR	7	Potions for sale	물약 판매
ZNWC.STR	8	Bad Food!	상한 음식!
ZNWC.STR	9	Hic!	딸꾹!
